"uid","Target Population","Intervention Provider","Discipline","Intervention","Outcome Measures","Research Stage","Target Population Location"
"scopus-2-s2.0-85057477435","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057525177","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057539754","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057616247","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057720655","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057738654","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057748333","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057820297","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057823683","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057949462","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057985763","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85057998550","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85058068400","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85058069116","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85058094496","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85058341312","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85058470375","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85058479155","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85058747052","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85058851925","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85058881070","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85059286083","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85059308330","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85059368430","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85059578653","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85059697849","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85059796458","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060095893","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060185201","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060211305","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060239367","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060339182","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060367923","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060389217","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060514919","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060525090","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060535519","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060713559","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060751124","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85060952854","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061001909","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061031430","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061033818","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061077322","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061100934","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061221213","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061266134","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061303668","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061527973","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061724860","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061775904","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061806625","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85061929025","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85062032435","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85062169498","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85062194393","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85062342571","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85062369965","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85062386340","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85062413651","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85062522888","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85062588016","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85062969095","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063224393","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063290901","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063372993","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063436576","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063484504","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063559639","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063685252","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063727444","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063734380","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063745580","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063863086","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063946226","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063950049","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85063959488","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064052192","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064119722","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064227298","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064254944","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064272450","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064345530","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064353850","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064436348","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064472133","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064474602","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064521182","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064766946","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064821981","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064822659","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85064975595","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065043505","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065158067","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065231705","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065266114","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065343310","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065432249","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065476674","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065549964","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065670970","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065747167","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065780132","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85065781979","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85066015392","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85066045265","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85066066748","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85066067779","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85066212338","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85066322537","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85066488619","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85066631233","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85066848690","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85066872198","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067065293","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067078467","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067096155","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067113559","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067186607","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067285822","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067297734","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067369910","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067657296","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067796163","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067855362","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067899110","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85067944699","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85068125523","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85068219965","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85068411629","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85068569788","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85068770969","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85068796117","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85068867519","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85068931914","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85068988995","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85069047591","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85069190578","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85069317420","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85069472573","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85069703967","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85069767198","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85069876810","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85069920527","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85070414444","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85070585152","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85070694641","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85070701964","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85070724547","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85070733630","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85070742240","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85070766243","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85070794584","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85070854544","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85070926383","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071035879","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071091868","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071099864","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071132602","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071148393","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071258144","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071574491","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071650539","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071748108","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071756563","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071763772","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071778232","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071878376","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85071898719","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072059168","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072111815","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072148106","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072250592","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072260524","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072714990","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072717025","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072745531","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072746516","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072903790","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072928428","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85072993464","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85073125141","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85073270646","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85073396063","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85073449014","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85073462479","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85073479476","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85073575106","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85073683486","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85073742784","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85073988975","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85074150200","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85074250185","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85074326017","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85074583530","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85074644276","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
"scopus-2-s2.0-85074703041","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown"
